15214	88
4845	86
4299	86
289	86
1310	85
4420	75
280	75
2062	75
546	73
1773	73
898	72
4780	72
2885	72
2521	71
8908	70
2939	59
1981	59
555	58
335	58
253	58
7093	57
700	57
4929	57
419	57
9070	56
2093	46
2081	46
15639	46
9530	45
3025	45
1987	45
15050	45
585	44
482	44
4171	44
12528	32
12182	32
1209	32
11017	32
10809	32
956	31
9270	31
917	31
883	31
8829	31
9868	20
9768	20
9602	20
9595	20
959	20
9513	20
9297	20
9240	20
9185	20
9020	20
25012	5
2497	5
249	5
24904	5
24893	5
24891	5
24886	5
24880	5
24869	5
24859	5
